Temp,Turbidity (cm),DO(mg/L),BOD (mg/L),pH,Ammonia (mg L-1 ),Nitrite (mg L-1 ),Water Quality
"30,48","17,21","5,1964","5,8598","6,0373","0,0460","1,5449",1
"19,73","19,21","5,0819","4,7834","6,2045","0,0271","0,3416",1
"31,67","25,96","5,0538","2,4541","9,3199","0,0367","1,5302",1
"34,08","21,15","6,3310","2,5900","9,3029","0,0464","1,1251",1
"15,85","21,10","5,9435","2,8724","6,2784","0,0354","1,4882",1
"17,10","28,69","6,9190","4,7780","6,0145","0,0320","0,5592",1
"15,18","26,34","6,5526","5,6736","6,4244","0,0451","1,6523",1
"19,10","22,30","5,2136","4,3055","9,1007","0,0299","1,4543",1
"32,76","18,56","7,2613","3,2278","6,4124","0,0451","0,5283",1
"34,07","20,60","6,2375","2,0856","9,4178","0,0464","0,4361",1
"31,09","28,18","7,8993","2,8537","6,2937","0,0373","0,4718",1
"31,47","27,78","6,1818","3,1716","9,0368","0,0367","0,0226",1
"16,99","16,43","7,9286","3,2721","9,4533","0,0363","1,7507",1
"15,36","18,35","6,7783","4,9468","9,2791","0,0314","1,7850",1
"33,57","26,17","5,0303","3,4756","9,2645","0,0464","0,3796",1
"33,91","21,57","6,6587","4,9909","6,2867","0,0385","0,8398",1
"18,10","27,98","7,5201","4,1898","9,3980","0,0405","1,2215",1
"31,17","16,41","5,4811","4,7510","9,2464","0,0371","1,0948",1
"15,38","26,85","5,1969","3,2380","6,2350","0,0346","0,4095",1
"30,24","25,30","6,9955","3,8684","6,4430","0,0329","0,5952",1
"17,20","25,16","7,1172","5,5505","9,1834","0,0436","1,2853",1
"32,20","19,87","7,7397","5,7028","6,1841","0,0481","1,2659",1
"19,47","21,35","6,6338","3,7077","9,2115","0,0333","0,3043",1
"33,38","15,12","5,0190","2,7714","9,3569","0,0352","1,4242",1
"33,00","15,12","5,6696","5,7872","6,3298","0,0335","1,5727",1
"34,76","23,90","5,0210","5,8199","6,4956","0,0328","0,4706",1
"15,50","15,64","5,6502","5,6150","9,3374","0,0460","0,1495",1
"34,47","16,46","5,1120","5,8373","9,0254","0,0262","0,5007",1
"17,49","16,96","7,6302","2,7094","9,1621","0,0374","1,1566",1
"30,71","24,67","6,3798","2,5044","9,3682","0,0261","0,2558",1
"17,75","26,44","5,7456","4,9213","6,1756","0,0346","1,2775",1
"15,69","28,06","5,9296","5,4999","6,1601","0,0496","1,3340",1
"18,75","22,75","6,9955","2,9777","6,3562","0,0408","1,1692",1
"31,39","29,63","5,5717","3,6941","9,0604","0,0366","0,1301",1
"16,33","24,75","7,9439","5,2483","9,1333","0,0446","0,1591",1
"32,36","20,39","6,5894","4,6130","9,3573","0,0337","0,2140",1
"19,99","28,36","5,9077","5,2624","6,3749","0,0387","1,6823",1
"33,31","25,79","5,8907","3,9984","9,3236","0,0291","1,5420",1
"19,12","23,09","7,6507","4,9212","6,4773","0,0329","1,3393",1
"32,73","15,98","5,9405","4,6520","9,4224","0,0466","1,9400",1
"30,08","29,61","7,6204","3,0150","9,1213","0,0257","1,0816",1
"30,96","15,09","7,8401","2,3284","6,2014","0,0298","0,7659",1
"31,20","29,90","6,9235","4,5312","9,0539","0,0410","0,2692",1
"33,38","20,85","6,8003","3,7301","9,3259","0,0401","1,7433",1
"18,10","27,54","6,5034","2,8457","9,2775","0,0318","0,7981",1
"31,69","27,07","7,4728","5,6474","9,0127","0,0463","0,0708",1
"32,73","27,96","7,6059","4,6407","6,3901","0,0389","1,9635",1
"15,18","27,84","7,0294","3,1781","6,1329","0,0300","1,0226",1
"18,87","28,83","5,9955","2,9015","9,0603","0,0365","1,7726",1
"34,77","27,76","6,5545","3,1914","9,1819","0,0310","1,0982",1
"19,91","28,26","6,2176","3,7067","6,2967","0,0428","1,6297",1
"33,35","15,20","5,8913","2,4906","6,0586","0,0431","1,7300",1
"16,13","18,29","5,4288","2,3914","9,3404","0,0382","1,6062",1
"32,88","18,00","6,5781","2,0544","9,4652","0,0496","0,8870",1
"30,60","29,37","5,3052","3,1498","6,3343","0,0339","0,1394",1
"19,43","20,77","7,4865","5,5591","6,2844","0,0404","0,6127",1
"15,75","28,78","7,9709","2,0238","9,4592","0,0258","0,5488",1
"32,66","26,25","5,9006","4,7761","6,3842","0,0434","0,1901",1
"34,60","20,80","7,3179","3,3908","9,0030","0,0462","1,9934",1
"34,64","29,34","7,4371","3,1217","9,0258","0,0408","0,4171",1
"31,68","22,76","5,8395","5,8412","6,3001","0,0329","1,2467",1
"32,60","17,07","5,4086","3,2688","9,0009","0,0416","1,5278",1
"31,74","20,95","5,3809","5,5685","6,2237","0,0459","1,5079",1
"33,26","28,07","7,6557","4,9071","6,2143","0,0323","1,3742",1
"30,66","19,62","6,1437","5,6292","6,0045","0,0371","1,6409",1
"19,25","25,53","7,1805","2,6498","9,4887","0,0445","0,3733",1
"18,92","24,07","7,9950","5,9861","6,3821","0,0364","1,3732",1
"16,13","25,08","7,8612","3,1241","6,2484","0,0384","1,4996",1
"33,98","20,39","7,5856","2,7606","9,2756","0,0427","0,5442",1
"32,21","22,09","6,2240","3,9493","6,3529","0,0365","0,2205",1
"31,88","23,35","6,5725","4,3791","6,1842","0,0464","1,7856",1
"17,68","20,29","7,0369","2,5719","9,0279","0,0265","0,3536",1
"16,80","22,61","6,7623","2,2183","6,0619","0,0330","0,0827",1
"31,45","29,21","6,1926","4,1682","6,4303","0,0357","1,7352",1
"19,40","18,58","7,1844","3,7600","9,1142","0,0400","0,3278",1
"18,70","25,48","6,4825","2,7512","6,3255","0,0449","0,6439",1
"18,22","23,81","7,5380","4,2846","9,2154","0,0457","1,3349",1
"16,95","22,85","5,4744","5,8032","6,4992","0,0496","0,1119",1
"18,83","19,26","7,1895","2,6977","6,2929","0,0417","0,3883",1
"34,22","25,20","5,2743","4,0700","6,3973","0,0317","1,3994",1
"30,41","24,60","6,8951","3,7025","9,1780","0,0277","1,6594",1
"32,68","19,41","6,0242","5,3886","6,4241","0,0433","1,0008",1
"34,53","25,20","6,0144","5,4991","9,3109","0,0414","1,5064",1
"15,83","28,31","7,4697","5,2794","6,3971","0,0363","1,6797",1
"33,31","28,66","5,4397","3,5719","9,1486","0,0288","0,6264",1
"15,31","28,47","5,1992","2,8552","9,0899","0,0491","0,2746",1
"30,11","15,29","7,2191","2,5651","9,1365","0,0450","0,1839",1
"33,85","25,98","6,6968","3,6005","6,4509","0,0359","1,9641",1
"34,27","27,17","5,4986","4,5270","6,4140","0,0378","0,9382",1
"15,70","18,31","7,9391","2,8693","6,0464","0,0253","1,6240",1
"15,35","17,28","6,4367","4,4789","9,4246","0,0285","1,2290",1
"32,20","29,35","6,5259","2,6703","9,4099","0,0423","0,5452",1
"15,91","27,02","7,1581","3,1400","9,3980","0,0287","0,9655",1
"32,78","18,24","6,4407","4,8874","6,3015","0,0429","0,9977",1
"16,57","26,24","6,1025","4,3942","9,2354","0,0377","1,3657",1
"33,66","16,24","6,9772","4,4522","9,3692","0,0275","1,5471",1
"18,56","16,26","6,3542","5,7443","6,3806","0,0390","1,7738",1
"19,52","20,52","6,8464","3,1108","9,1551","0,0312","0,9540",1
"15,21","29,17","5,9966","4,3589","6,3750","0,0441","1,2908",1
"17,11","17,60","5,4410","5,3550","9,0955","0,0457","0,4321",1
"31,41","27,26","6,2779","5,8410","6,0003","0,0303","0,2353",1
"33,37","18,90","5,8935","2,5046","9,1765","0,0352","1,9780",1
"31,37","15,09","6,0453","4,8148","9,1015","0,0347","1,2071",1
"17,48","24,83","6,1836","4,5341","9,4282","0,0436","1,4509",1
"19,11","16,56","6,8010","5,5755","6,0342","0,0371","1,4914",1
"15,81","24,45","7,8480","4,3429","9,1106","0,0323","0,4424",1
"32,46","27,29","5,8616","5,7507","9,3127","0,0387","1,9357",1
"33,43","25,25","7,5234","4,0957","6,1936","0,0280","0,4469",1
"31,02","19,53","6,0935","3,5658","9,4694","0,0458","0,6126",1
"15,29","25,62","5,5395","2,8250","9,1346","0,0315","0,5103",1
"33,27","24,91","5,5346","2,0431","6,3922","0,0317","1,2617",1
"31,02","28,79","6,3808","4,8168","9,0768","0,0423","0,4855",1
"34,02","28,50","7,7672","4,1246","6,2146","0,0338","1,0648",1
"16,81","19,85","6,9775","5,4654","9,0459","0,0292","1,5838",1
"17,75","20,00","6,2880","5,0835","6,0287","0,0324","0,6136",1
"33,20","26,41","5,5527","5,4460","9,4647","0,0334","0,9239",1
"18,43","28,47","6,6979","2,3057","6,0452","0,0465","1,9090",1
"19,88","25,14","7,6391","3,2435","6,4847","0,0367","0,8552",1
"34,95","19,56","7,1485","3,0418","6,1123","0,0264","1,8788",1
"31,24","15,52","7,2102","5,5620","9,1284","0,0364","0,4136",1
"15,48","17,52","5,9907","5,3831","9,0762","0,0373","0,2014",1
"17,13","29,53","7,7967","4,4183","9,1731","0,0338","1,2416",1
"33,15","21,47","6,1408","2,6631","6,3975","0,0453","1,4607",1
"33,76","26,86","5,2692","5,3276","6,1142","0,0350","1,8294",1
"34,76","21,65","6,9320","4,0337","6,3397","0,0256","0,5156",1
"16,47","25,78","6,1212","5,6856","6,2372","0,0452","0,6833",1
"16,26","17,41","5,2878","4,6470","9,2200","0,0261","0,6676",1
"15,94","24,51","6,8654","4,8499","9,4658","0,0279","0,3643",1
"30,57","16,04","7,7597","4,1598","9,1099","0,0287","1,8551",1
"30,16","22,58","6,7332","3,2597","6,2722","0,0277","0,3982",1
"19,25","27,62","5,1239","5,5010","9,3344","0,0307","0,2522",1
"17,66","15,03","5,5202","2,1082","6,4167","0,0345","0,3164",1
"34,56","24,40","6,8042","3,7942","6,1455","0,0412","1,5529",1
"17,66","15,96","5,0629","5,6738","6,2808","0,0277","1,1699",1
"19,86","28,95","7,2658","4,0982","6,3191","0,0291","0,8977",1
"19,18","27,50","6,1096","2,8880","9,0945","0,0269","0,5644",1
"17,70","27,32","5,0226","2,1090","6,0031","0,0452","1,2708",1
"15,75","26,47","7,1331","5,1189","9,2915","0,0360","1,4349",1
"15,48","25,46","6,2788","5,8799","9,2756","0,0294","0,1327",1
"18,39","26,99","5,0764","2,7814","6,2216","0,0411","0,5322",1
"30,52","28,49","7,9413","5,7102","6,1329","0,0281","1,6526",1
"17,00","22,80","6,4429","2,9831","9,0705","0,0447","0,5904",1
"33,11","18,50","5,8886","4,1954","6,4489","0,0423","0,7638",1
"30,52","15,07","7,5488","4,2659","6,1867","0,0444","0,4478",1
"32,72","20,70","6,8069","3,9184","6,0825","0,0320","1,9247",1
"34,14","23,25","7,7092","2,9031","6,2528","0,0347","1,6272",1
"31,38","21,60","5,5594","5,8551","9,4312","0,0257","0,4513",1
"16,70","24,09","7,5840","3,7341","6,2833","0,0372","1,7758",1
"19,55","16,40","6,2871","3,3065","9,3292","0,0356","0,5679",1
"15,13","21,54","7,9877","3,0884","6,1180","0,0390","1,6183",1
"19,51","29,55","6,2578","2,5648","6,0009","0,0352","1,0565",1
"19,15","18,60","6,3808","3,2987","9,4106","0,0396","0,5439",1
"17,58","24,93","6,0494","4,9848","6,1063","0,0336","1,5420",1
"32,64","17,38","6,3916","5,2309","9,3317","0,0354","1,3411",1
"19,07","19,73","7,6411","5,8098","6,4567","0,0326","0,6138",1
"15,62","15,97","5,3590","3,3992","9,3269","0,0479","0,4027",1
"30,79","18,72","7,8629","2,4341","9,0990","0,0486","1,4445",1
"33,18","21,55","6,3407","3,1732","6,3694","0,0469","1,9506",1
"18,12","25,52","6,7962","4,4207","9,4608","0,0329","1,2207",1
"17,67","28,63","6,5587","4,7945","9,4780","0,0487","0,1113",1
"32,59","15,99","7,8599","5,5832","6,0051","0,0374","1,4130",1
"17,97","20,36","7,6312","3,9519","6,1161","0,0330","1,1615",1
"18,41","19,04","7,1523","4,4766","6,2823","0,0444","1,2218",1
"19,08","28,50","6,0634","3,4856","6,2349","0,0437","1,2199",1
"34,71","16,88","7,0004","3,5619","9,4761","0,0255","1,2914",1
"16,13","26,14","6,5564","5,6873","9,1938","0,0457","1,4925",1
"15,84","29,54","6,3382","3,9224","9,3303","0,0438","1,9384",1
"16,58","15,93","5,1616","4,0762","9,3381","0,0324","1,7696",1
"17,08","24,36","6,7176","4,6710","9,1598","0,0262","0,2094",1
"33,85","23,56","7,9321","4,0156","6,2267","0,0429","0,1223",1
"32,73","15,77","5,5756","2,9375","6,1698","0,0450","1,2552",1
"30,90","27,64","6,5732","3,0929","9,2847","0,0490","1,6593",1
"16,53","26,04","6,0350","3,0645","6,1546","0,0446","1,8465",1
"16,25","27,09","5,4110","5,2498","9,3899","0,0276","0,9238",1
"34,20","23,42","5,1367","4,2749","6,1681","0,0374","0,7135",1
"34,81","28,56","6,7342","3,2393","9,4180","0,0426","0,7396",1
"33,78","23,34","5,8968","5,7082","6,0486","0,0443","1,3299",1
"18,05","24,54","6,8010","2,8192","6,2212","0,0339","1,4129",1
"19,77","21,88","6,5543","4,2331","6,2438","0,0437","0,4907",1
"33,71","18,19","6,7405","5,5129","9,0189","0,0470","0,5668",1
"33,83","29,96","5,7132","5,6621","6,2762","0,0373","1,3295",1
"32,99","18,88","5,9810","2,4996","9,2518","0,0285","0,8722",1
"32,04","18,37","7,8014","5,2900","6,1965","0,0256","1,8988",1
"17,90","29,00","7,7537","4,8101","6,3809","0,0354","0,1226",1
"31,82","19,93","7,7331","3,7764","6,4462","0,0379","1,4826",1
"15,25","28,18","6,4801","5,1340","6,4198","0,0342","0,9109",1
"31,08","19,91","5,2353","4,2438","6,0129","0,0430","0,8623",1
"15,58","21,76","6,5461","3,1780","9,2775","0,0266","1,9474",1
"15,20","22,54","6,5535","5,9849","9,2822","0,0418","1,8093",1
"15,85","23,10","6,3701","5,8573","6,0449","0,0384","0,0814",1
"17,29","22,67","7,7158","4,3875","6,2611","0,0359","0,9220",1
"30,48","15,99","6,3240","4,7034","6,1255","0,0376","1,2648",1
"31,41","24,01","7,1149","3,0273","6,3353","0,0294","1,6464",1
"16,97","24,23","6,6731","3,2086","6,0348","0,0256","0,3633",1
"34,20","20,76","7,5567","2,8470","9,4792","0,0364","1,2523",1
"15,44","23,17","7,8839","4,7348","6,4533","0,0296","1,5359",1
"34,14","21,20","5,1269","4,4873","6,0690","0,0397","0,4726",1
"32,19","15,12","6,6155","2,3067","9,3159","0,0444","1,3648",1
"33,17","24,54","7,5647","2,9244","6,2211","0,0321","0,1304",1
"18,71","26,02","7,1831","3,6769","6,4413","0,0461","0,6616",1
"17,27","26,87","7,7875","4,9834","6,1110","0,0395","1,1662",1
"34,24","21,93","6,8863","2,2712","6,0997","0,0322","1,0022",1
"30,20","19,07","5,9305","2,9067","6,3475","0,0401","0,8792",1
"33,08","18,43","5,6176","4,2111","9,3198","0,0392","1,4495",1
"34,05","28,26","5,9304","5,5692","6,2647","0,0261","0,3581",1
"34,82","24,78","6,7556","2,0605","6,3657","0,0369","1,6184",1
"30,27","15,38","6,9436","5,7771","9,4793","0,0291","0,2241",1
"16,88","20,75","7,2006","5,9990","9,4984","0,0468","1,5411",1
"32,90","28,20","5,6815","4,4972","6,3150","0,0494","0,6632",1
"32,59","20,78","5,2034","2,6736","9,1530","0,0276","1,0233",1
"34,99","27,83","7,1180","3,8784","9,3971","0,0359","1,3857",1
"31,09","27,70","6,6770","3,3507","9,4238","0,0373","1,9197",1
"19,61","21,28","6,4847","4,6269","6,2280","0,0381","1,2414",1
"16,74","22,36","7,1205","5,1386","9,3935","0,0371","1,3187",1
"31,02","28,83","7,3441","4,0414","9,1224","0,0344","1,8250",1
"34,98","28,62","5,6126","4,6014","9,4345","0,0346","0,0303",1
"16,03","21,29","6,6891","2,3844","9,0216","0,0500","1,2090",1
"17,06","25,24","5,3437","5,1030","6,0779","0,0260","1,9755",1
"33,18","17,48","6,7120","3,2069","6,2445","0,0380","0,2731",1
"17,68","15,00","5,9813","4,0225","6,2741","0,0484","1,9036",1
"15,36","23,83","6,9321","3,0544","6,2570","0,0443","1,6867",1
"32,96","26,99","5,4820","2,3650","6,4624","0,0286","0,6243",1
"15,95","27,66","7,0579","5,8738","6,4649","0,0311","1,7627",1
"32,27","16,51","6,2080","4,3184","9,3724","0,0286","1,2256",1
"31,89","21,90","6,8232","4,9794","9,3091","0,0448","1,5169",1
"34,18","25,51","5,4234","2,9615","9,1245","0,0314","1,5041",1
"31,39","21,11","6,3559","5,7938","6,3599","0,0345","0,2959",1
"31,00","17,76","6,2728","4,7329","6,4655","0,0296","0,4075",1
"31,06","25,21","6,0206","2,1790","9,1771","0,0294","0,0874",1
"18,73","22,14","5,6191","5,8060","9,3734","0,0440","0,9316",1
"17,54","28,08","5,3951","2,2062","9,2527","0,0381","1,5877",1
"32,13","19,31","5,8846","5,6466","9,0293","0,0312","0,8964",1
"18,64","24,01","6,2796","2,9569","9,3420","0,0349","0,4778",1
"17,10","21,31","6,4417","5,0643","9,1571","0,0315","1,8901",1
"17,07","26,74","5,9883","4,3166","9,3862","0,0288","1,6112",1
"32,05","23,29","6,3205","4,1707","9,4861","0,0266","1,1608",1
"18,56","15,28","5,0810","4,1268","6,0159","0,0375","1,0363",1
"31,31","19,98","5,3519","5,7993","6,3151","0,0322","1,4940",1
"30,27","26,29","5,6953","2,8697","6,1358","0,0313","1,5109",1
"30,25","25,17","5,1182","3,4884","6,2367","0,0336","1,8401",1
"18,23","21,80","7,1517","4,4156","9,4285","0,0488","1,8413",1
"33,52","15,75","5,5190","4,7649","6,1267","0,0357","0,8391",1
"15,91","27,00","6,9877","4,3605","6,1307","0,0290","0,4494",1
"17,38","26,96","7,2696","3,0453","9,1950","0,0428","0,6983",1
"15,96","26,09","7,2180","3,7130","9,2975","0,0254","1,8417",1
"19,89","26,71","6,0589","5,5653","9,3803","0,0265","1,5565",1
"18,68","16,22","6,8415","5,0191","9,0959","0,0466","1,0992",1
"32,82","27,36","6,3463","3,5245","6,3236","0,0300","0,1050",1
"18,96","23,16","6,4056","2,3959","9,0357","0,0306","0,8818",1
"15,05","20,47","5,6499","2,5288","9,2542","0,0279","0,5990",1
"18,82","24,46","6,7896","4,5548","9,1243","0,0454","0,5533",1
"19,43","20,46","5,6691","5,6918","6,0324","0,0495","1,2298",1
"18,18","16,21","5,8342","5,2686","9,0503","0,0305","1,3106",1
"33,74","15,75","7,8670","2,4016","6,4806","0,0475","1,3206",1
"18,67","24,85","7,9387","3,4834","6,3047","0,0293","0,9340",1
"15,22","29,04","5,4617","3,5196","9,2035","0,0455","1,0163",1
"33,39","28,92","7,2585","5,6054","6,1830","0,0315","0,4693",1
"33,29","21,09","7,0818","2,2334","9,0237","0,0432","0,0775",1
"34,39","26,72","7,0169","4,4735","6,4821","0,0283","0,5069",1
"19,99","22,94","7,3729","4,2932","9,3579","0,0357","1,5389",1
"32,38","29,34","5,3939","4,6273","9,2950","0,0378","0,8287",1
"33,86","25,94","5,8856","4,2708","6,0769","0,0295","1,9567",1
"19,04","28,82","6,4199","2,2997","9,1718","0,0283","0,0580",1
"32,87","26,75","7,0129","5,0291","9,3081","0,0373","1,5735",1
"17,02","23,54","7,6031","3,9094","6,0037","0,0372","1,1542",1
"16,94","16,90","5,1029","5,1663","6,1432","0,0423","1,3255",1
"16,85","23,04","5,7455","3,3237","6,1964","0,0481","1,6243",1
"30,36","22,53","7,8919","4,7133","6,0203","0,0335","1,9777",1
"19,73","17,94","7,5595","3,3342","6,0407","0,0371","0,2248",1
"18,20","18,27","5,3594","3,8758","6,3464","0,0462","1,8960",1
"33,34","24,28","6,9111","3,2490","6,2247","0,0327","0,0786",1
"32,44","26,43","7,7779","4,7948","6,1403","0,0480","1,2456",1
"17,54","16,69","6,5325","4,1747","6,1405","0,0443","1,0323",1
"16,56","25,38","5,9324","2,0637","9,4315","0,0257","0,7921",1
"18,36","15,90","6,7784","3,4484","6,2666","0,0300","0,9619",1
"19,65","25,88","6,9912","2,8695","9,2852","0,0453","1,3524",1
"32,61","18,77","6,3397","4,3712","9,4454","0,0285","1,5530",1
"15,56","15,48","7,9900","5,3097","6,3202","0,0268","0,5361",1
"34,11","24,27","7,7099","3,8808","6,0537","0,0278","1,4034",1
"19,82","22,78","5,5352","3,9284","9,0084","0,0498","0,5826",1
"30,73","15,18","6,2205","5,2798","9,0765","0,0437","1,9980",1
"33,90","27,72","7,7972","3,3314","9,1787","0,0388","1,8303",1
"33,30","20,58","7,9940","2,7987","9,2234","0,0318","1,0964",1
"17,61","18,99","5,4762","4,0506","9,3340","0,0276","1,9005",1
"17,33","26,93","7,9489","4,4553","9,2911","0,0444","1,2089",1
"31,90","22,37","5,1591","4,4650","9,0011","0,0412","0,9934",1
"15,73","26,59","7,3880","2,1299","6,4617","0,0376","1,2883",1
"18,01","22,09","7,2388","2,6894","6,0561","0,0467","1,2808",1
"30,94","15,72","7,0695","4,7927","9,0644","0,0411","1,7653",1
"30,21","23,14","5,0376","2,9242","9,3556","0,0359","0,9622",1
"33,77","15,99","6,6071","3,0192","6,0006","0,0406","1,9651",1
"19,09","20,37","7,3981","3,6356","9,2798","0,0329","0,6153",1
"15,85","17,60","5,1093","5,4941","6,1668","0,0257","1,9445",1
"31,97","17,03","5,3900","5,6796","9,3056","0,0344","0,0302",1
"19,58","22,07","5,8120","3,2165","6,3328","0,0400","0,3936",1
"34,04","25,01","6,8655","2,5762","9,1165","0,0348","1,4767",1
"31,57","18,55","6,4560","2,2281","6,3019","0,0290","1,6530",1
"15,92","17,91","5,6625","3,4616","9,0961","0,0271","1,6134",1
"33,88","25,34","6,1535","2,6156","9,2555","0,0252","1,7016",1
"19,19","23,75","7,0779","2,5886","9,4268","0,0425","1,6724",1
"32,90","26,66","6,1470","3,2341","9,1156","0,0443","1,5096",1
"31,85","20,79","7,3044","4,0070","9,0640","0,0346","0,7794",1
"30,09","15,07","6,0631","2,3983","6,4679","0,0356","1,5829",1
"33,39","16,62","5,2698","2,2412","6,0317","0,0412","1,8019",1
"30,16","16,39","7,3794","3,2150","6,4866","0,0491","0,8045",1
"31,96","26,42","5,5303","4,5628","6,3059","0,0428","0,0744",1
"17,62","26,90","7,7104","2,9975","6,2732","0,0329","1,2438",1
"31,45","22,29","6,3401","3,1954","6,0645","0,0444","0,1714",1
"16,29","20,15","6,8488","4,8054","9,2125","0,0432","1,0110",1
"34,02","26,12","7,2440","2,7477","9,2208","0,0336","0,1960",1
"15,78","16,72","7,6926","5,6686","9,4545","0,0296","1,3249",1
"33,03","20,46","5,2306","3,1104","6,2947","0,0379","1,8050",1
"33,10","27,54","5,3706","4,0649","6,3582","0,0465","1,0775",1
"15,87","29,48","5,8147","3,5443","6,1255","0,0431","0,8843",1
"15,13","21,21","7,3336","2,6547","9,4573","0,0484","0,7881",1
"18,33","22,99","7,4281","3,5389","9,3143","0,0450","0,6002",1
"31,97","15,48","5,2059","2,2988","9,4914","0,0421","0,4861",1
